Certification,View,Comment_num,Date,Name,Fans,Video_Index,Comment_Text,Censor_Score,Topic,Certification_Type
1,615000,11000,"(2022, 3, 4)",峰哥亡命天涯,2213971,169,疯狂暗示,9,Xinjiang Counter-terrorism,Famous Content Creator
2,24115000,197000,"(2020, 7, 23)",乌鸦校尉CaptainWuya,2926525,46,致敬,5,Xinjiang Counter-terrorism,Influencer
0,1233000,17000,"(2024, 2, 26)",油管精選頻道,656628,26,大哥奶茶呢？,6,Xinjiang Counter-terrorism,None
0,302000,1062,"(2024, 11, 15)",我是小木ovo,3286,42,666吃瓜吃到自己家,5,Xinjiang Counter-terrorism,None
0,1233000,17000,"(2024, 2, 26)",油管精選頻道,656628,26,撒盐效果不太行 现在都是扫一遍以后用喷枪,9,Xinjiang Counter-terrorism,None
1,5550000,32000,"(2024, 5, 13)",花岗岩工作室,1654458,167,啊？,9,Xinjiang Counter-terrorism,Famous Content Creator
4,1548000,9646,"(2021, 1, 25)",共青团中央,11416566,146,亚克西,6,Xinjiang Counter-terrorism,Government
1,5550000,32000,"(2024, 5, 13)",花岗岩工作室,1654458,167,致敬,6,Xinjiang Counter-terrorism,Famous Content Creator
2,24115000,197000,"(2020, 7, 23)",乌鸦校尉CaptainWuya,2926525,46,致敬！,9,Xinjiang Counter-terrorism,Influencer
1,2128000,5002,"(2024, 6, 28)",世界见闻录,1474622,133,北大荒,5,Xinjiang Counter-terrorism,Famous Content Creator
1,615000,11000,"(2022, 3, 4)",峰哥亡命天涯,2213971,169,妹妹好可爱,7,Xinjiang Counter-terrorism,Famous Content Creator
4,1539000,40000,"(2019, 3, 20)",共青团中央,11416573,4,这些技能有点低端，加油吧！,8,Xinjiang Counter-terrorism,Government
4,3628000,68000,"(2019, 3, 19)",浙江共青团,1543515,3,这个事情,8,Xinjiang Counter-terrorism,Government
0,245000,2185,"(2024, 2, 5)",小毛驴_探案,56117,171,怎么都是娘们儿,3,Xinjiang Counter-terrorism,None
1,261000,868,"(2025, 3, 7)",欧肯视线,551148,158,新政府军 对旧政府部族人民的血腥报复,4,Xinjiang Counter-terrorism,Famous Content Creator
0,1233000,17000,"(2024, 2, 26)",油管精選頻道,656628,26,肉串20，馕饼和茶是免费的。,9,Xinjiang Counter-terrorism,None
0,1233000,17000,"(2024, 2, 26)",油管精選頻道,656628,26,英国：？,9,Xinjiang Counter-terrorism,None
1,4633000,13000,"(2024, 11, 16)",我是江无情,1980923,53,真好啊,7,Xinjiang Counter-terrorism,Famous Content Creator
4,1539000,40000,"(2019, 3, 20)",共青团中央,11416573,4,敬礼,5,Xinjiang Counter-terrorism,Government
1,1873000,7597,"(2024, 4, 6)",毒舌的南瓜,2299729,48,！！！,7,Xinjiang Counter-terrorism,Famous Content Creator
2,644000,668,"(2025, 1, 2)",安柏然Andy,909109,147,为什么要自证清白？,5,Xinjiang Counter-terrorism,Influencer
0,230000,1450,"(2024, 8, 20)",长河飞烟,115046,106,左公千古,9,Xinjiang Counter-terrorism,None
0,592000,772,"(2023, 2, 22)",矜暮闲聊,7494,116,进化论是对的,5,Xinjiang Counter-terrorism,None
1,5550000,32000,"(2024, 5, 13)",花岗岩工作室,1654458,167,致敬,8,Xinjiang Counter-terrorism,Famous Content Creator
0,1233000,17000,"(2024, 2, 26)",油管精選頻道,656628,26,可能有大型活动,7,Xinjiang Counter-terrorism,None
0,87000,131,"(2022, 12, 13)",弟球说个球官方,30770,144,几乎就是亚洲的中心，可惜当地人太少，水资源也太少。,9,Xinjiang Counter-terrorism,None
0,176000,883,"(2025, 2, 16)",我要骑宝马,4734,71,中,6,Xinjiang Counter-terrorism,None
0,746000,3964,"(2020, 10, 6)",大红矛,8458,70,致敬,9,Xinjiang Counter-terrorism,None
4,1548000,9646,"(2021, 1, 25)",共青团中央,11416566,146,防止上网吧,5,Xinjiang Counter-terrorism,Government
4,3628000,68000,"(2019, 3, 19)",浙江共青团,1543515,3,好心疼啊,10,Xinjiang Counter-terrorism,Government
2,24115000,197000,"(2020, 7, 23)",乌鸦校尉CaptainWuya,2926525,46,致敬,10,Xinjiang Counter-terrorism,Influencer
2,24115000,197000,"(2020, 7, 23)",乌鸦校尉CaptainWuya,2926525,46,致敬！,6,Xinjiang Counter-terrorism,Influencer
0,1701000,2460,"(2023, 3, 25)",星晨大海纪,14733,87,云爆弹这时候不能用吗？,2,Xinjiang Counter-terrorism,None
4,1539000,40000,"(2019, 3, 20)",共青团中央,11416573,4,我当时在广场滑滑板,8,Xinjiang Counter-terrorism,Government
1,452000,2579,"(2021, 5, 7)",杨叔洞察,846901,22,音乐河西走廊。。赞,1,Xinjiang Counter-terrorism,Famous Content Creator
0,1233000,17000,"(2024, 2, 26)",油管精選頻道,656628,26,只有坏人才害怕,6,Xinjiang Counter-terrorism,None
0,419000,470,"(2024, 5, 9)",时间碎片记录,22435,11,08年美军已经有mq9收割者，但那时我国军工水平真的实打实的落后没有这种装备，经过这些事情才开始大力发展各方向的军工力量,8,Xinjiang Counter-terrorism,None
2,24115000,197000,"(2020, 7, 23)",乌鸦校尉CaptainWuya,2926525,46,致敬！,8,Xinjiang Counter-terrorism,Influencer
0,110000,760,"(2024, 11, 27)",油管老外游新手村,32711,136,韩国不是十万左右平方公里吗,10,Xinjiang Counter-terrorism,None
4,3628000,68000,"(2019, 3, 19)",浙江共青团,1543515,3,我直接送你上天,9,Xinjiang Counter-terrorism,Government
1,615000,11000,"(2022, 3, 4)",峰哥亡命天涯,2213971,169,《清淡》,5,Xinjiang Counter-terrorism,Famous Content Creator
1,1873000,7597,"(2024, 4, 6)",毒舌的南瓜,2299729,48,一个军长一个政委,10,Xinjiang Counter-terrorism,Famous Content Creator
1,1195000,3050,"(2024, 1, 14)",地理科普局,262359,109,新疆挨着8个猛国,5,Xinjiang Counter-terrorism,Famous Content Creator
5,847000,2901,"(2025, 3, 17)",央视网快看,1931375,166,自己选的嘛大饼也没了多好,1,Xinjiang Counter-terrorism,Media
0,1233000,17000,"(2024, 2, 26)",油管精選頻道,656628,26,人工景区。。。,5,Xinjiang Counter-terrorism,None
1,4633000,13000,"(2024, 11, 16)",我是江无情,1980923,53,不得不说这广告的位置还行 能接受 顺便可以看看评论,8,Xinjiang Counter-terrorism,Famous Content Creator
0,390000,636,"(2023, 8, 26)",05式自行榴弹炮,4372,21,这是塔吉克族的兄弟们吧？,2,Xinjiang Counter-terrorism,None
4,3628000,68000,"(2019, 3, 19)",浙江共青团,1543515,3,国泰民安,10,Xinjiang Counter-terrorism,Government
1,452000,2579,"(2021, 5, 7)",杨叔洞察,846901,22,虎口夺食，太难得了,7,Xinjiang Counter-terrorism,Famous Content Creator
5,847000,2901,"(2025, 3, 17)",央视网快看,1931375,166,但其实他们不喜欢也无法反抗啊，他们至始至终都没有选择,9,Xinjiang Counter-terrorism,Media
1,2128000,5002,"(2024, 6, 28)",世界见闻录,1474622,133,农七师子弟报到,9,Xinjiang Counter-terrorism,Famous Content Creator
5,518000,2741,"(2021, 11, 5)",人民日报,16202044,13,致敬,8,Xinjiang Counter-terrorism,Media
4,3628000,68000,"(2019, 3, 19)",浙江共青团,1543515,3,所以我们要加强思想教育和意识形态,10,Xinjiang Counter-terrorism,Government
2,24115000,197000,"(2020, 7, 23)",乌鸦校尉CaptainWuya,2926525,46,致敬,10,Xinjiang Counter-terrorism,Influencer
0,354000,344,"(2025, 3, 23)",吃瓜情报站,115791,126,哈哈哈哈又有sgr啦,6,Xinjiang Counter-terrorism,None
0,1233000,17000,"(2024, 2, 26)",油管精選頻道,656628,26,在新疆你总是能看到国旗,9,Xinjiang Counter-terrorism,None
1,1873000,7597,"(2024, 4, 6)",毒舌的南瓜,2299729,48,這新聞有印象,7,Xinjiang Counter-terrorism,Famous Content Creator
0,1233000,17000,"(2024, 2, 26)",油管精選頻道,656628,26,好久没见到1块钱纸币了,7,Xinjiang Counter-terrorism,None
4,3628000,68000,"(2019, 3, 19)",浙江共青团,1543515,3,在我们新疆有全国大部分地区的口音,7,Xinjiang Counter-terrorism,Government
0,23000,217,"(2017, 4, 14)",爱吃柑橘的bachelor,4150,68,先踢裆再说,2,Xinjiang Counter-terrorism,None
0,787000,513,"(2024, 10, 19)",1号档案纪录,36532,90,好,3,Xinjiang Counter-terrorism,None
2,644000,668,"(2025, 1, 2)",安柏然Andy,909109,147,有的，毕竟现在在我们中国，钢铁机械都快要有自己的意志了，所以让采棉机、番茄采收机工作肯定能算强迫机械劳动咯,7,Xinjiang Counter-terrorism,Influencer
0,419000,470,"(2024, 5, 9)",时间碎片记录,22435,11,致敬！！！,5,Xinjiang Counter-terrorism,None
1,1873000,7597,"(2024, 4, 6)",毒舌的南瓜,2299729,48,CIA还用想,5,Xinjiang Counter-terrorism,Famous Content Creator
0,592000,772,"(2023, 2, 22)",矜暮闲聊,7494,116,新鲜血液,3,Xinjiang Counter-terrorism,None
4,1539000,40000,"(2019, 3, 20)",共青团中央,11416573,4,我爱你中国,10,Xinjiang Counter-terrorism,Government
1,615000,11000,"(2022, 3, 4)",峰哥亡命天涯,2213971,169,家乡的调味品,8,Xinjiang Counter-terrorism,Famous Content Creator
0,302000,1062,"(2024, 11, 15)",我是小木ovo,3286,42,夺少！！！！,3,Xinjiang Counter-terrorism,None
0,773000,507,"(2024, 7, 8)",哔哩大学人文学院,982751,23,伊犁,8,Xinjiang Counter-terrorism,None
0,6533,56,"(2025, 3, 22)",鹿可英国,55238,177,你指的应该不是哈萨克族的，看起来那个花纹都不太对,2,Xinjiang Counter-terrorism,None
4,3628000,68000,"(2019, 3, 19)",浙江共青团,1543515,3,新疆妹子可以,10,Xinjiang Counter-terrorism,Government
2,598000,813,"(2022, 12, 20)",环球地图,202001,178,鞑婆子真丑,7,Xinjiang Counter-terrorism,Influencer
2,427000,935,"(2021, 4, 18)",卢克文工作室,4368358,72,有点帅吧,1,Xinjiang Counter-terrorism,Influencer
4,3628000,68000,"(2019, 3, 19)",浙江共青团,1543515,3,想起我十几岁受到公知的蛊惑所表现的思想 确实令自己发笑 笑自己蠢,8,Xinjiang Counter-terrorism,Government
7,2013000,6910,"(2020, 10, 9)",腔调制造,236229,110,美国:正是在下,6,Xinjiang Counter-terrorism,High-Energy Streamer
0,419000,470,"(2024, 5, 9)",时间碎片记录,22435,11,我去，连机枪都上,8,Xinjiang Counter-terrorism,None
1,5550000,32000,"(2024, 5, 13)",花岗岩工作室,1654458,167,我真的笑死了，我同学说杨戬没王一博帅,5,Xinjiang Counter-terrorism,Famous Content Creator
2,427000,935,"(2021, 4, 18)",卢克文工作室,4368358,72,真是反应迟钝啊，昆明都过去多久了，一帮吃干饭的，17年才发现教材问题？,5,Xinjiang Counter-terrorism,Influencer
2,427000,935,"(2021, 4, 18)",卢克文工作室,4368358,72,？,3,Xinjiang Counter-terrorism,Influencer
0,245000,2185,"(2024, 2, 5)",小毛驴_探案,56117,171,不是搞事情的都是铝的？？？？,5,Xinjiang Counter-terrorism,None
1,4664000,22000,"(2020, 7, 21)",秋田早上好,419089,129,致敬,8,Xinjiang Counter-terrorism,Famous Content Creator
1,4633000,13000,"(2024, 11, 16)",我是江无情,1980923,53,911以后，就算乘客死光了也不能开舱门,10,Xinjiang Counter-terrorism,Famous Content Creator
1,1195000,3050,"(2024, 1, 14)",地理科普局,262359,109,四川才重要,5,Xinjiang Counter-terrorism,Famous Content Creator
0,1233000,17000,"(2024, 2, 26)",油管精選頻道,656628,26,知道为什么吗，就是因为一些国外的间谍一直在试图搅乱新疆,5,Xinjiang Counter-terrorism,None
1,615000,11000,"(2022, 3, 4)",峰哥亡命天涯,2213971,169,会说话  -> 《本地还是内地》,9,Xinjiang Counter-terrorism,Famous Content Creator
0,383000,382,"(2024, 5, 13)",时间碎片记录,22435,95,845狙,10,Xinjiang Counter-terrorism,None
1,4633000,13000,"(2024, 11, 16)",我是江无情,1980923,53,咱们现在复盘说太明显，但当时那种环境下很难判断出来的,10,Xinjiang Counter-terrorism,Famous Content Creator
4,1548000,9646,"(2021, 1, 25)",共青团中央,11416566,146,这就是学校,8,Xinjiang Counter-terrorism,Government
5,4459000,34000,"(2019, 12, 18)",观察者网,7368392,44,中东悍匪,10,Xinjiang Counter-terrorism,Media
0,1701000,2460,"(2023, 3, 25)",星晨大海纪,14733,87,15年还没起飞,10,Xinjiang Counter-terrorism,None
1,5550000,32000,"(2024, 5, 13)",花岗岩工作室,1654458,167,？,9,Xinjiang Counter-terrorism,Famous Content Creator
0,237000,701,"(2024, 9, 18)",全民历史观,9291,59,又是瞎攀亲戚,3,Xinjiang Counter-terrorism,None
5,73000,272,"(2021, 11, 3)",环球网,1484960,85,致敬,1,Xinjiang Counter-terrorism,Media
0,449000,1907,"(2025, 3, 2)",账号已注销,3658,154,这种规格的20美元还行,6,Xinjiang Counter-terrorism,None
1,1048000,5377,"(2021, 4, 29)",利利川,1346128,91,旧疆新附,10,Xinjiang Counter-terrorism,Famous Content Creator
1,1873000,7597,"(2024, 4, 6)",毒舌的南瓜,2299729,48,目标明确,8,Xinjiang Counter-terrorism,Famous Content Creator
4,1539000,40000,"(2019, 3, 20)",共青团中央,11416573,4,广东脏话,8,Xinjiang Counter-terrorism,Government
1,1873000,7597,"(2024, 4, 6)",毒舌的南瓜,2299729,48,不看这个还想不起来，IS前几年真是火出圈了,6,Xinjiang Counter-terrorism,Famous Content Creator
4,3628000,68000,"(2019, 3, 19)",浙江共青团,1543515,3,嗯，本人哈密长期驻扎，感觉还行,10,Xinjiang Counter-terrorism,Government
4,637000,5722,"(2018, 9, 15)",共青团中央,11416570,41,mozzie,5,Xinjiang Counter-terrorism,Government
4,1539000,40000,"(2019, 3, 20)",共青团中央,11416573,4,前方高能预警,10,Xinjiang Counter-terrorism,Government
4,2518000,24000,"(2021, 2, 19)",共青团中央,11416568,99,多吃点！,6,Xinjiang Counter-terrorism,Government
5,97000,118,"(2021, 4, 4)",CGTN,877496,51,加油,3,Xinjiang Counter-terrorism,Media
4,2518000,24000,"(2021, 2, 19)",共青团中央,11416568,99,致敬,10,Xinjiang Counter-terrorism,Government
0,1233000,17000,"(2024, 2, 26)",油管精選頻道,656628,26,这么冷能有生意么。。。。,8,Xinjiang Counter-terrorism,None
1,1048000,5377,"(2021, 4, 29)",利利川,1346128,91,新疆美女多,7,Xinjiang Counter-terrorism,Famous Content Creator
1,2128000,5002,"(2024, 6, 28)",世界见闻录,1474622,133,西域都护府,10,Xinjiang Counter-terrorism,Famous Content Creator
2,659000,1658,"(2024, 4, 19)",乌鸦校尉CaptainWuya,2926525,65,1368年！！！！,4,Xinjiang Counter-terrorism,Influencer
4,1548000,9646,"(2021, 1, 25)",共青团中央,11416566,146,阴国！,9,Xinjiang Counter-terrorism,Government
4,1548000,9646,"(2021, 1, 25)",共青团中央,11416566,146,没事找事嘛这不是,10,Xinjiang Counter-terrorism,Government
0,1233000,17000,"(2024, 2, 26)",油管精選頻道,656628,26,太冷容易掉电,5,Xinjiang Counter-terrorism,None
4,3628000,68000,"(2019, 3, 19)",浙江共青团,1543515,3,头屯河区,6,Xinjiang Counter-terrorism,Government
4,637000,5722,"(2018, 9, 15)",共青团中央,11416570,41,刚刚是05微声冲?,6,Xinjiang Counter-terrorism,Government
0,354000,344,"(2025, 3, 23)",吃瓜情报站,115791,126,喜茶不就靠这个火起来的么,8,Xinjiang Counter-terrorism,None
4,3628000,68000,"(2019, 3, 19)",浙江共青团,1543515,3,都2019了 想去新疆就去啊.那边人很热情的，去玩过，挺不错的。,5,Xinjiang Counter-terrorism,Government
0,1233000,17000,"(2024, 2, 26)",油管精選頻道,656628,26,十多年前我去大扎巴，门口警察背着冲锋枪，小孩热情的摸了我裤兜，还好钱包没在后面,5,Xinjiang Counter-terrorism,None
0,230000,1450,"(2024, 8, 20)",长河飞烟,115046,106,遮遮布隆,3,Xinjiang Counter-terrorism,None
1,4633000,13000,"(2024, 11, 16)",我是江无情,1980923,53,他原来是我们这领导,9,Xinjiang Counter-terrorism,Famous Content Creator
0,1233000,17000,"(2024, 2, 26)",油管精選頻道,656628,26,这老哥的英语在德国人里也算口音重的了,10,Xinjiang Counter-terrorism,None
0,746000,3964,"(2020, 10, 6)",大红矛,8458,70,老同志，向您致敬！,8,Xinjiang Counter-terrorism,None
1,5550000,32000,"(2024, 5, 13)",花岗岩工作室,1654458,167,有杀气,5,Xinjiang Counter-terrorism,Famous Content Creator
4,1539000,40000,"(2019, 3, 20)",共青团中央,11416573,4,这是新疆！？,9,Xinjiang Counter-terrorism,Government
5,518000,2741,"(2021, 11, 5)",人民日报,16202044,13,致敬,6,Xinjiang Counter-terrorism,Media
1,2128000,5002,"(2024, 6, 28)",世界见闻录,1474622,133,】,5,Xinjiang Counter-terrorism,Famous Content Creator
2,24115000,197000,"(2020, 7, 23)",乌鸦校尉CaptainWuya,2926525,46,泪目,6,Xinjiang Counter-terrorism,Influencer
0,641000,7653,"(2021, 8, 15)",游小源儿,11806,180,南方总有莫名的优越感，把无知当傲娇,5,Xinjiang Counter-terrorism,None
5,847000,2901,"(2025, 3, 17)",央视网快看,1931375,166,找个替死鬼呗,3,Xinjiang Counter-terrorism,Media
2,24115000,197000,"(2020, 7, 23)",乌鸦校尉CaptainWuya,2926525,46,忽必烈：我当初就是没稀的跨过白令海峡,10,Xinjiang Counter-terrorism,Influencer
1,5550000,32000,"(2024, 5, 13)",花岗岩工作室,1654458,167,啊？,10,Xinjiang Counter-terrorism,Famous Content Creator
5,73000,272,"(2021, 11, 3)",环球网,1484960,85,永垂不朽,10,Xinjiang Counter-terrorism,Media
1,1048000,5377,"(2021, 4, 29)",利利川,1346128,91,左公千古,9,Xinjiang Counter-terrorism,Famous Content Creator
4,637000,5722,"(2018, 9, 15)",共青团中央,11416570,41,哈哈哈，好啊，好啊,9,Xinjiang Counter-terrorism,Government
1,4633000,13000,"(2024, 11, 16)",我是江无情,1980923,53,一码归一码，该救救该杀杀,6,Xinjiang Counter-terrorism,Famous Content Creator
5,4459000,34000,"(2019, 12, 18)",观察者网,7368392,44,精清震怒,5,Xinjiang Counter-terrorism,Media
1,5550000,32000,"(2024, 5, 13)",花岗岩工作室,1654458,167,啊？,7,Xinjiang Counter-terrorism,Famous Content Creator
0,245000,2185,"(2024, 2, 5)",小毛驴_探案,56117,171,上辣椒水,2,Xinjiang Counter-terrorism,None
0,787000,513,"(2024, 10, 19)",1号档案纪录,36532,90,烈士不朽,9,Xinjiang Counter-terrorism,None
0,124000,232,"(2023, 8, 15)",王生诡秘录,75788,102,这个听听就算了，彭加木是为了科研跑去罗布泊的,2,Xinjiang Counter-terrorism,None
5,4459000,34000,"(2019, 12, 18)",观察者网,7368392,44,歪比八卜,5,Xinjiang Counter-terrorism,Media
5,81000,163,"(2021, 4, 4)",央视频,3697485,50,就是一个只顾自己的极度自私的东西,5,Xinjiang Counter-terrorism,Media
4,1548000,9646,"(2021, 1, 25)",共青团中央,11416566,146,好想笑啊,9,Xinjiang Counter-terrorism,Government
4,1548000,9646,"(2021, 1, 25)",共青团中央,11416566,146,？？？欺负国外观众不会中文的意吗,9,Xinjiang Counter-terrorism,Government
1,615000,11000,"(2022, 3, 4)",峰哥亡命天涯,2213971,169,我们东百,9,Xinjiang Counter-terrorism,Famous Content Creator
7,2013000,6910,"(2020, 10, 9)",腔调制造,236229,110,美国什么时候消失？它会有报应的,8,Xinjiang Counter-terrorism,High-Energy Streamer
1,261000,868,"(2025, 3, 7)",欧肯视线,551148,158,即便如此野蛮，居然还比以色列强,4,Xinjiang Counter-terrorism,Famous Content Creator
4,1539000,40000,"(2019, 3, 20)",共青团中央,11416573,4,陕西脏话,7,Xinjiang Counter-terrorism,Government
4,1539000,40000,"(2019, 3, 20)",共青团中央,11416573,4,我大南疆棒棒哒,6,Xinjiang Counter-terrorism,Government
1,5550000,32000,"(2024, 5, 13)",花岗岩工作室,1654458,167,建议严查一下 这部电影的投资方，他家很有可能有行走的一等功,9,Xinjiang Counter-terrorism,Famous Content Creator
0,1233000,17000,"(2024, 2, 26)",油管精選頻道,656628,26,下雪不冷，化雪冷,6,Xinjiang Counter-terrorism,None
1,4664000,22000,"(2020, 7, 21)",秋田早上好,419089,129,致敬,10,Xinjiang Counter-terrorism,Famous Content Creator
2,24115000,197000,"(2020, 7, 23)",乌鸦校尉CaptainWuya,2926525,46,5,7,Xinjiang Counter-terrorism,Influencer
1,615000,11000,"(2022, 3, 4)",峰哥亡命天涯,2213971,169,有啊,7,Xinjiang Counter-terrorism,Famous Content Creator
2,24115000,197000,"(2020, 7, 23)",乌鸦校尉CaptainWuya,2926525,46,致敬,6,Xinjiang Counter-terrorism,Influencer
4,3628000,68000,"(2019, 3, 19)",浙江共青团,1543515,3,三观好正,9,Xinjiang Counter-terrorism,Government
1,4633000,13000,"(2024, 11, 16)",我是江无情,1980923,53,从北京到上海（）,5,Xinjiang Counter-terrorism,Famous Content Creator
0,449000,1907,"(2025, 3, 2)",账号已注销,3658,154,哈哈哈哈,1,Xinjiang Counter-terrorism,None
1,1873000,7597,"(2024, 4, 6)",毒舌的南瓜,2299729,48,真正的人间之屑,8,Xinjiang Counter-terrorism,Famous Content Creator
1,5550000,32000,"(2024, 5, 13)",花岗岩工作室,1654458,167,买了，发到40K神圣泰拉给帝皇爷换上，对了，货到付款哦,6,Xinjiang Counter-terrorism,Famous Content Creator
4,1539000,40000,"(2019, 3, 20)",共青团中央,11416573,4,我在的昆明啊,5,Xinjiang Counter-terrorism,Government
5,518000,2741,"(2021, 11, 5)",人民日报,16202044,13,致敬英雄！,9,Xinjiang Counter-terrorism,Media
0,1233000,17000,"(2024, 2, 26)",油管精選頻道,656628,26,误解？？？那不得你们编排的吗,6,Xinjiang Counter-terrorism,None
1,1873000,7597,"(2024, 4, 6)",毒舌的南瓜,2299729,48,阿三 ： 正是在下,4,Xinjiang Counter-terrorism,Famous Content Creator
2,471000,2048,"(2021, 5, 29)",卢克文工作室,4368367,145,水 少 ,8,Xinjiang Counter-terrorism,Influencer
0,245000,2185,"(2024, 2, 5)",小毛驴_探案,56117,171,我不能呼吸了,8,Xinjiang Counter-terrorism,None
0,449000,1907,"(2025, 3, 2)",账号已注销,3658,154,是雾霾,8,Xinjiang Counter-terrorism,None
5,518000,2741,"(2021, 11, 5)",人民日报,16202044,13,致敬,3,Xinjiang Counter-terrorism,Media
5,518000,2741,"(2021, 11, 5)",人民日报,16202044,13,致敬英雄,2,Xinjiang Counter-terrorism,Media
0,787000,513,"(2024, 10, 19)",1号档案纪录,36532,90,我记得只用了500人,3,Xinjiang Counter-terrorism,None
0,120000,995,"(2025, 3, 6)",笑声笑,10508,49,新赛道,8,Xinjiang Counter-terrorism,None
1,1873000,7597,"(2024, 4, 6)",毒舌的南瓜,2299729,48,主角是不需要头盔的,8,Xinjiang Counter-terrorism,Famous Content Creator
1,5550000,32000,"(2024, 5, 13)",花岗岩工作室,1654458,167,直  抒  胸  臆,10,Xinjiang Counter-terrorism,Famous Content Creator
2,598000,813,"(2022, 12, 20)",环球地图,202001,178,‘’‘’‘’‘’‘’‘’‘’‘’‘’‘’‘’‘’‘’‘’‘’‘’‘’‘’,6,Xinjiang Counter-terrorism,Influencer
5,4459000,34000,"(2019, 12, 18)",观察者网,7368392,44,接受个屁,8,Xinjiang Counter-terrorism,Media
0,176000,883,"(2025, 2, 16)",我要骑宝马,4734,71,相思了,2,Xinjiang Counter-terrorism,None
2,24115000,197000,"(2020, 7, 23)",乌鸦校尉CaptainWuya,2926525,46,致敬,5,Xinjiang Counter-terrorism,Influencer
4,1548000,9646,"(2021, 1, 25)",共青团中央,11416566,146,哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈,5,Xinjiang Counter-terrorism,Government
0,253000,178,"(2024, 9, 21)",珂珂说案,132493,104,无期？？？？,8,Xinjiang Counter-terrorism,None
0,449000,1907,"(2025, 3, 2)",账号已注销,3658,154,学好英文来卖票,7,Xinjiang Counter-terrorism,None
0,4917000,2153,"(2022, 2, 28)",宫水毅,1571,69,我有封面视频,8,Xinjiang Counter-terrorism,None
1,2128000,5002,"(2024, 6, 28)",世界见闻录,1474622,133,就地屯田，是为了解决开销啊,10,Xinjiang Counter-terrorism,Famous Content Creator
1,4633000,13000,"(2024, 11, 16)",我是江无情,1980923,53,掏着了,10,Xinjiang Counter-terrorism,Famous Content Creator
4,1548000,9646,"(2021, 1, 25)",共青团中央,11416566,146,能安全走在街上不用担心被枪杀,9,Xinjiang Counter-terrorism,Government
4,3628000,68000,"(2019, 3, 19)",浙江共青团,1543515,3,美国也在内,5,Xinjiang Counter-terrorism,Government
1,232000,379,"(2024, 2, 19)",老驴_探案,220905,15,上喷火器,7,Xinjiang Counter-terrorism,Famous Content Creator
1,5550000,32000,"(2024, 5, 13)",花岗岩工作室,1654458,167,哎呦喂，你还网抑云上了,8,Xinjiang Counter-terrorism,Famous Content Creator
0,449000,1907,"(2025, 3, 2)",账号已注销,3658,154,好便宜啊,4,Xinjiang Counter-terrorism,None
1,1195000,3050,"(2024, 1, 14)",地理科普局,262359,109,为啥外蒙古少了就行啊？,9,Xinjiang Counter-terrorism,Famous Content Creator
0,87000,131,"(2022, 12, 13)",弟球说个球官方,30770,144,本地人也很震惊,3,Xinjiang Counter-terrorism,None
0,237000,701,"(2024, 9, 18)",全民历史观,9291,59,别闹了，伊斯坦布尔还不如国内的二线城市。。。,3,Xinjiang Counter-terrorism,None
1,261000,868,"(2025, 3, 7)",欧肯视线,551148,158,宁可战死也得让后代活得像人！,10,Xinjiang Counter-terrorism,Famous Content Creator
2,598000,813,"(2022, 12, 20)",环球地图,202001,178,冷知识：慈禧办大寿的花费远远不及淮军贪污的零头,10,Xinjiang Counter-terrorism,Influencer
2,24115000,197000,"(2020, 7, 23)",乌鸦校尉CaptainWuya,2926525,46,泪目,6,Xinjiang Counter-terrorism,Influencer
4,3628000,68000,"(2019, 3, 19)",浙江共青团,1543515,3,某人真的很软弱,5,Xinjiang Counter-terrorism,Government
1,1873000,7597,"(2024, 4, 6)",毒舌的南瓜,2299729,48,数字生命:数字生命:数字生命:数字生命:CIA,9,Xinjiang Counter-terrorism,Famous Content Creator
4,1539000,40000,"(2019, 3, 20)",共青团中央,11416573,4,伊利 蒙牛,7,Xinjiang Counter-terrorism,Government
0,209000,49,"(2024, 3, 23)",虫洞档案,1717,54,致敬,10,Xinjiang Counter-terrorism,None
1,615000,11000,"(2022, 3, 4)",峰哥亡命天涯,2213971,169,《冒昧的问一句》,8,Xinjiang Counter-terrorism,Famous Content Creator
4,1539000,40000,"(2019, 3, 20)",共青团中央,11416573,4,司法是为了不让无辜群众被蛊惑，军事是保障群众生命财产安全,6,Xinjiang Counter-terrorism,Government
2,24115000,197000,"(2020, 7, 23)",乌鸦校尉CaptainWuya,2926525,46,老子打的就是精锐,10,Xinjiang Counter-terrorism,Influencer
0,1233000,17000,"(2024, 2, 26)",油管精選頻道,656628,26,小姐姐警惕性很强啊,10,Xinjiang Counter-terrorism,None
0,4917000,2153,"(2022, 2, 28)",宫水毅,1571,69,尸体沉入了大海,10,Xinjiang Counter-terrorism,None
4,1539000,40000,"(2019, 3, 20)",共青团中央,11416573,4,我只信仁义礼智信！,6,Xinjiang Counter-terrorism,Government
5,4459000,34000,"(2019, 12, 18)",观察者网,7368392,44,汉武大帝,5,Xinjiang Counter-terrorism,Media
1,5550000,32000,"(2024, 5, 13)",花岗岩工作室,1654458,167,啊？,10,Xinjiang Counter-terrorism,Famous Content Creator
1,5550000,32000,"(2024, 5, 13)",花岗岩工作室,1654458,167,？,7,Xinjiang Counter-terrorism,Famous Content Creator
1,5550000,32000,"(2024, 5, 13)",花岗岩工作室,1654458,167,？,9,Xinjiang Counter-terrorism,Famous Content Creator
